Judul Lagu,Lirik
Via Vallen – Tresno Kepenggak Itungan Jowo,biyen kow nat janji hlakok mbok blenjani to babp kow aku restui tresnoku marang sliramu anti oleh restu lilo aku ra lilo awakmu sandg wong liyo tresnaku penggak wong tuwo penggak mergo itung jowo lilak kudu lilak amergo tres ra biso pekso tresnaku penggak wong tuwo penggak mergo itung jowo lilak kudu lilak amergo tres ra biso pekso tresnaku penggak wong tuwo penggak mergo itung jowo lilak kudu lilak amergo tres ra biso pekso
Jihan Audy – Sun Sayang,padahal mar baru saja bertemu tetapi karang kau bilang kangen rdu padahal mar baru saja ku beri tetapi karang kamu mta katamu wajahku membuatmu terbayang di sana kau rja gak fokus cari uang pengen cepat pulang mau mta sun yang agar pikiranmu tenang barlah yang di sun yang ping pis kangmas terus candu tagih aku wedi bablas cukup kali jang kau mta pancen tres cepet goleko dino lamar aku marang wong tuwoku terus penghulu telah itu boleh sun yang aku halal tresnomu bisa suka hatimu karepmu masiyo sedino ping pitu padahal mar baru saja bertemu tetapi karang kau bilang kangen rdu padahal mar baru saja ku beri tetapi karang kamu mta katamu wajahku membuatmu terbayang di sana kau rja gak fokus cari uang pengen cepat pulang mau mta sun yang agar pikiranmu tenang barlah yang di sun yang ping pis kangmas terus candu tagih aku wedi bablas cukup kali jang kau mta pancen tres cepet goleko dino lamar aku marang wong tuwoku terus penghulu telah itu boleh sun yang aku halal tresnomu bisa suka hatimu karepmu masiyo sedino ping pitu karepmu masiyo sedino ping pitu
Redsox D.P.R – Diloske Wae,aku jeron mendem roso marang sliramu aku gowo perasa tek batku kudu ngene mendem roso kow timbang loro mendg kow losk wae mendem roso kow kudu koyo ngene ben isuk awan sor mung kow pikirk oh cah bagus kow teko arep moto gowo roso tres deg deg atiku nyawang sliramu meh copot jantung nyawang esemmu moga kow iso erti roso pendem njero ati aku jeron mendem roso marang sliramu aku gowo perasa tek batku kudu ngene mendem roso kow timbang loro mendg kow losk wae ayu kui menipu esemmu kui mung palsu aku merasa nyam jebul kui mung jebak aku terlalu terbawa perasa anti dar atiku mung nggo dolan ajur atiku ambyar bathku sel awakku mergo sliramu ku harus melupak kamu karena kamu mengacuhk rasaku aku jeron mendem roso marang sliramu aku gowo perasa tek batku kudu ngene mendem roso kow timbang loro mendg kow losk wae ikhlas lilak manut wae dadi rsana gusti kuoso mergan tres raiso peksak losk wae mundur teratur lambaik tang kudun dar ra bakal sandg aku ra bakal gondeli dan akan membiark kamu pergi aku jeron mendem roso marang sliramu aku gowo perasa tek batku kudu ngene mendem roso kow timbang loro mendg kow losk wae benar dulu aku mengagi rimu tapi ku mampu mengungkapk itu kini tiba waktu ku harus melupakanmu melepask merelak rimu mung siji panyuwunku ojo bali uripku suk temu kow maneh dalanku dalanmu wis bedo aku jeron mendem roso marang sliramu aku gowo perasa tek batku kudu ngene mendem roso kow timbang loro mendg kow losk wae timbang loro mendg kow losk wae
Agung Pradanta – Wis Tak Tompo (feat. Putri Kirana),roso njero ati raiso apusi kadang nyesek dodo aku biso bgung rasa ati piy kudu nyikapi tresnaku soyo ged awakmu ojo dadi atimu kadang raiso temu mergo wajibanmu kudu ndampgi bojomu kabeh uwis tompo kabeh uwis piker naj aku mung dadi lir atimu aku nuntut pengenku yo mung tres mergo awakmu gaw neng atiku pangapuran awakku durung iso gaw atimu seneng koyo bojoku baro lir atiku kabeh kui wis tompo naj kadang ati lara piy maneh wis garis kuasa aku nuntut pengenku yo mung tres mergo awakmu gaw neng atiku pangapuran awakku durung iso gaw atimu seneng koyo bojoku baro lir atiku kabeh kui wis tompo naj kadang ati lara piy maneh wis garis kuasa pangapuran awakku durung iso gaw atimu seneng koyo bojoku baro lir atiku kabeh kui wis tompo naj kadang ati lara piy maneh wis garis kuasa
Syahiba – Kuat Sun Lakoni,gemulyak ati isun tgguli nyawang adat riko iki wis bedo neng neng oso nyakari rngeng rang kuat nah amuk kuat sun lakoni kuat sun tggal neng poro mung dadi ersulo kuat sun lakoni kuat sun tggal neng poro mung dadi ersulo timbango loro pikir angur sun pungkasi gemulyak ati isun tgguli nyawang adat riko iki wis bedo neng neng oso nyakari rngeng rang kuat nah amuk kuat sun lakoni kuat sun tggal neng poro mung dadi ersulo kuat sun lakoni kuat sun tggal neng poro mung dadi ersulo timbango loro pikir angur sun pungkasi kuat sun lakoni kuat sun tggal neng poro mung dadi ersulo kuat sun lakoni kuat sun tggal neng poro mung dadi ersulo timbango loro pikir angur sun pungkasi angur sun pungkasi
Cornelius & Junior – Ada Apa Dengan Cidro (feat. Lelly Whatam),rasanya perti gin bunuh diri deng cara melompat dari egomu yang tggi lalu mendarat ke jantung pisang yang punya hati well well well this is my story bro ada apa deng cidro tibo tres kow ibarat cidro loro gaw uwis erti endg tetep terusk ambyar rao hasil bedo pemikiran aku mikir kow kow mikir kae aku nangis kow guyu dolan hp mbok tulung cerdasan liyan prei aku trimo lembur trimo lembur aku trimo lembur modal nyelengi nggo tuku janur liyan rabi aku trimo nyawang trimo nyawang aku trimo nyawang tresnani yang perset tanggal abang ra butuh libur rekan aku nabung iso urun lamar tibo tres kow ibarat cidro loro gaw uwis erti endg tetep terusk ambyar rao hasil bedo pemikiran aku mikir kow kow mikir kae aku nangis kow guyu dolan hp mbok tulung cerdasan pas oyak mlayu cekel ra keno mbas nengk wae candak wong liyo jak dol nesu ra jak mecucu saking lucun anti kisah dadi lagu pecel lel mbal bawang lalap godong mangi pancen ilang ra usah goleki mendg leren nembung njupuk cuti mari happy happy hmmm perlu balas dendam pasrah dan ikhlask tem lalu ada saat kau butuh ndar tibo tres kow ibarat cidro loro gaw uwis erti endg tetep terusk ambyar rao hasil bedo pemikiran aku mikir kow kow mikir kae aku nangis kow guyu dolan hp mbok tulung cerdasan
Nella Kharisma – Aku Dudu Rojo,aku pancen wong tuno aksoro biso nulis biso moco ati isih nduw roso roso tres koyo tprap menungso aku pancen uwong cilik ra koyo rojo biso mang wae aku uwis trimo ati isih nduw roso jrong bat tenan pengen kondho pupus godhong gedhang ajang pcuk iki wis ra kelingan bitg prg garg mbok apusi awakku yo anti gerg klras godhong gedhang gagas iki wis ra kelingan tiwas tiwas melu nandur tres aku ra keduman aku pancen wong tuno aksoro biso nulis biso moco ati isih nduw roso roso tres koyo tprap menungso pupus godhong gedhang ajang pcuk iki wis ra kelingan bitg prg garg mbok apusi awakku yo anti gerg klras godhong gedhang gagas iki wis ra kelingan tiwas tiwas melu nandur tres aku ra keduman aku pancen uwong cilik ra koyo rojo biso mang wae aku uwis trimo ati isih nduw roso jrong bat tenan pengen kondho
Mahesa – Banyu Langit (feat. Jihan Audy),sworo ang ang eridu ati elgak sliramu tresnani pgin nangis etok eluh neng pipi suw ra weruh nady mung ono mimpi alemo alem neng dadaku tambano roso kangen neng atiku alemo alemo neng aku ra adem siram udan dalu banyu langit ono dhuwur khayang watu gedh kalg mendung udan teleso atine wong seng kasmar tyo janji pren tansah kelingan adem gunung merapi purbo melu krungu swaramu omongk adem gunung merapi purbo langgr wonosari jogjakarta janj lungan ra anti suwesuw pamit esuk lungan ra anti sor janj lungan ra anti men suwen anti kap enteni tekan udan gerimis teleso klambi jrong dodo ra garg netep janji lamis ged gonku nresnani anti kap aku biso bali adem gunung merapi purbo melu krungu swaramu omongk adem gunung merapi purbo langgr wonosari jogjakarta janj lungan ra anti suwesuw pamit esuk lungan ra anti sor janj lungan ra anti men suwen anti kap enteni tekan
Siti – Sepurane,ra kmest aku mbok tresnani ra kmest ono ati lelakon ra keno terusk amergo wedi ono larani aku podo podo tresnan aku podo podo ono nduw ra kmest aku mbok tresnani ra kmest ono ati lelakon ra keno terusk amergo wedi ono larani aku podo podo tresnan aku podo podo ono nduw lalek tres simpen wae njero ati cukup mung aku erti cukup men cerito simpen wae njero impi aku alah amergo emoh elarani puran wae puran wae puran wae ra kmest aku mbok tresnani ra kmest ono ati lelakon ra keno terusk amergo wedi ono larani aku podo podo tresnan aku podo podo ono nduw lalek tres simpen wae njero ati cukup mung aku erti cukup men cerito simpen wae njero impi aku alah amergo emoh elarani puran wae puran wae puran wae
Vita Alvia – Salin Klambi,lah aku lah duduh ra bubrah ngono kow mengko lungo lungo kondo aku mung titahg menungso lrah garis panggon lah aku iseh nduw roso roso pengen bener roso tres opo biyen tetembung bacut mung perpisah opo nyambung tali tres pungkasan yo mung cidro bener dadi impenku kow salin klambi entuk ijolku jan yo nduw lamb kow kow kow meneng wae pancen ngojo uwis tok acarakn nunggu salahanku nunggu luput aku kow kow kow gur nggal aku lungo npakmu banter roda papat banter aku tenger tenger tok tggal dadi klenger lemes … bar omb johny walker lolak lolok koyon uwong pekok pekok tggal wedok paribas wayang wayang ilang japit koyo den den aku tanpo kow aku mung titahg menungso lrah garis panggon lah aku iseh nduw roso roso pengen bener roso tres opo biyen tetembung bacut mung perpisah opo nyambung tali tres pungkasan yo mung cidro bener dadi impenku kow salin klambi entuk ijolku bener dadi impenku kow salin klambi entuk ijolku
Nella Kharisma – Gusti Ora Sare,bejo ciloko soro mukti wis garis dadi loro ati kow natoni tompo lelakon gusti ra sare tansah ulatk tutug anggonmu ngece ati seje lamb ucapak nyo ngene gusti sare erti kabeh gusti sare erti nyatan lah aku kow lah aku kow gusti ra sare tansah ulatk tutug anggonmu ngece ati seje lamb ucapak nyo ngene gusti sare erti kabeh gusti sare erti nyatan gusti sare erti kabeh gusti sare erti nyatan lah aku kow lah aku kow
Seniningan – Tresno Suci,aku pengen bali lungguh bareng kpul dadi siji aku pengen erti roso ati aku wegah lang tres suci tanpo ales yangku kadung tenan jebul mung pelari tres suci mbiyen tau ono ati iki malah mblenjani janji tres mbiyen kae ucapk iki malah nggalk aku lilo lungo medot tres pilih wong liyo nady atiku loro ampet njero dodo tres suci mbiyen tau ono ati iki malah mblenjani janji tres mbiyen kae ucapk iki malah nggalk tres suci mbiyen tau ono ati iki malah mblenjani janji tres mbiyen kae ucapk iki malah nggalk iki nggalk
FDJ Emily Young – Setengah Beras Setengah Ketan,tengah beras tengah ketan kadang kow waras kadang kow edan omongan mencla mencl isuk del soren temp bgung aku memikirk rimu tambah suwi soyo suwi mak aneh lakuanmu omonganmu ra neng percoyo muntruk tur mbel ra enek bukt rono ren hoax garai wong muak uripmu lalu akurat tengah beras tengah ketan kadang kow waras kadang kow edan tengah beras tengah ketan kadang kow waras kadang kow edan omongan mencla mencl isuk del soren temp bgung aku memikirk rimu tambah suwi soyo suwi mak aneh lakuanmu omonganmu ra neng percoyo muntruk tur mbel ra enek bukt rono ren hoax garai wong muak uripmu lalu akurat tengah beras tengah ketan kadang kow waras kadang kow edan tengah beras tengah ketan kadang kow waras kadang kow edan tengah beras tengah ketan kadang kow waras kadang kow edan tengah beras tengah ketan kadang kow waras kadang kow edan kadang kow waras kadang kow edan
Bravesboy – Iki Sing Goblok Aku,yang aku gelo ten cta palsu aku anggap bener rius aku berjuang tibak mung luput goblok aku aku durung siap ati kon pisah aku durung wani apusi nek kuat aku apusi ooh janji bakal dadi siji tek men riusi omong mung batas perkata manis ten kasunyat ctaku kau permak kabeh iso baleni ra bakal lakoni ison mung gelani loro tangis tatu tibon mburi geloni meski teko mburi kjan erti tapi tetep lakoni kasmar wong marai ati ra karu … kabeh prucut harapan manis tapi malah cut bubrah ra karu kabeh dadi mrawut perjuangk jebul malah luput yang aku gelo ten cta palsu aku anggap bener rius aku berjuang tibak mung luput goblok aku kabeh iso baleni ra bakal lakoni ison mung gelani loro tangis tatu tibon mburi kabeh iso baleni ra bakal lakoni ison mung gelani bola bali kapus goblok aku goblok aku ooh yang aku gelo ten
Nella Kharisma – Singget,rewangi malah nyeneni mbesengut koyo uler geni mben weruh aku kow eneng mung mencucu jan piy karepmu maun mbat nyeluki aku wis parani kow malah nygkiri ampun mekaten taseh remen urip bebray omah meneng meneng meniko ati nes kos kos urip kandang ati sgget sget piyatun kakung cagak wuwung enteni kow ndang ucul tembung wijakso enggal endiko kow ojo mung tansah gaw gelo nduw lamb yo kudu muni guno andani guno apiki becik lah endi kudun critani ojo mung opi ojo rasani pet pet neng dal mung entuk kasengsar mung mudal madol rasani alor idul becik dadi wong bloko crito ono urip mesti mulyo mat mlebu suargo rewangi malah nyeneni mbesengut koyo uler geni mben weruh aku kow eneng mung mencucu jan piy karepmu maun mbat nyeluki aku wis parani kow malah nygkiri ampun mekaten taseh remen urip bebray omah meneng meneng meniko ati nes kos kos urip kandang ati sgget sget piyatun kakung cagak wuwung enteni kow ndang ucul tembung wijakso enggal endiko kow ojo mung tansah gaw gelo
Vita KDI – Pacobaning Urip,koyo ngene abot nggan dadi wong nduw rewangi bendo nyambut gaw rekoso kayan ra piro tansah nelongso rasan atiku aku kelingan marang sliramu semono suwen anggonku mikir kow tansah agaw bgung atiku rino klaw wengi aku tansah memuji memuji marang rsan gusti mugo kuoso enggal margi mergo kow aku biso urip mulyo koyo ngene abot nggan dadi wong nduw rewangi bendo nyambut gaw rekoso kayan ra piro tansah nelongso rasan atiku aku kelingan marang sliramu semono suwen anggonku mikir kow tansah agaw bgung atiku rino klaw wengi aku tansah memuji memuji marang rsan gusti mugo kuoso enggal margi mergo kow aku biso urip mulyo kow aku biso urip mulyo
Bayu Koplak – Tresnaku Tenanan,ra peduli udan panas lakoni gur belani kow tresnani siji jaluk kow gelem nompo maneh tresnaku aku erti kow seh ra percoyo mergo aku tau gaw kow loro kow aku pisah mergo gorogoro egoku pancen kow ra kelingan biyen susah neng bebareng jaluk kow daro jaluk percoyo’o tresnaku iki tenan aku erti kow seh ra percoyo mergo aku tau gaw kow loro kow aku pisah mergo gorogoro egoku pancen kow ra kelingan biyen susah neng bebareng jaluk kow daro jaluk percoyo’o tresnaku iki tenan pancen kow ra kelingan biyen susah neng bebareng jaluk kow daro jaluk percoyo’o tresnaku iki tenan tresnaku iki tenan
Sarah Brilian – Esem Lan Guyumu,esemmu guyu biso gaw neng atiku suw ra temu neng endi paranmu kow isih elg aku janjimu tresnamu biso gaw ayem atiku anti iki kow isih tunggu anti kap kow nggalk aku fotomu kamarku neng atiku koyo kow neng ndgku ngene rasan kangen kow tresnaku mung kow gowo anti lawas aku ra bakal biso lali esem guyu esemmu guyu biso gaw neng atiku suw ra temu neng endi paranmu kow isih elg aku janjimu tresnamu biso gaw ayem atiku anti iki kow isih tunggu anti kap kow nggalk aku fotomu kamarku neng atiku koyo kow neng ndgku ngene rasan kangen kow tresnaku mung kow gowo anti lawas aku ra bakal biso lali lawas fotomu kamarku neng atiku koyo kow neng ndgku ngene rasan kangen kow tresnaku mung kow gowo anti lawas aku ra bakal biso lali esem guyu
Syahiba – Magih Kurang Tah,bengen mulo isun tau demen ugo erasak ati ayem durung sun weroh durung riko gaw ati ewoh bengen isun tau weruh dewek tegan riko gaw sun mewek mlaku ambi wong liyo nong arep moto ati loro apuwo biso gedigi isun riko larani kurang tah welas hang ono ring njeron ati apuwo riko tatoni mpek beset ati magih kurang tah welas hang bengen isun weni bengen mulo isun tau demen ugo erasak ati ayem durung sun weroh durung riko gaw ati ewoh bengen isun tau weruh dewek tegan riko gaw sun mewek mlaku ambi wong liyo nong arep moto ati loro apuwo biso gedigi isun riko larani kurang tah welas hang ono ring njeron ati apuwo riko tatoni mpek beset ati magih kurang tah welas hang bengen isun weni apuwo biso gedigi isun riko larani kurang tah welas hang ono ring njeron ati apuwo riko tatoni mpek beset ati magih kurang tah welas hang bengen isun weni
